,supplier_name,address,lat,lng,country,region
349,Microchip Technology Inc.,"1150 E. Cheyenne Mountian Blvd., Colorado Springs, Colorado, USA",38.7889789,-104.8061942,United States,Colorado
350,Microchip Technology Inc.,"Unit 6, Mitchell Point, Ensign Way, Hamble-le-Rice, Hampshire, United Kingdom",50.8564199,-1.3278847,United Kingdom,England
351,Microchip Technology Inc.,"44306 Nantes Cedex 3, Nantes, France",47.23970600000001,-1.55595,France,Pays de la Loire
352,Microchip Technology Inc.,"Vestre Rosten 79, Tiller, Norway",63.3639886,10.3728191,Norway,Sør-Trøndelag
353,Microchip Technology Inc.,"14 Moo 1, T. Wangtakien, A., Muangchachemgsao, Chachoengsao, Thailand",13.6904194,101.0779596,Thailand,Chachoengsao
354,Micron Technology Inc.,"7-10, Yoshikawa Kogyo Danchi, Higashi, Hiroshima, Japan",34.3869797,132.6833888,Japan,Hiroshima Prefecture
355,Micron Technology Inc.,"No. 429-1 Sanfong Road, Houli District Central Taiwan Science Park, Taichung, Taiwan",24.2050871,120.6165979,Taiwan,Taichung City
356,Micron Technology Inc.,"667, Fuhsing 3rd Road, HwaYa Technology Park, Guishan Township, Taoyuan, Taiwan",25.0510595,121.3778168,Taiwan,Taoyuan City
357,Micron Technology Inc.,"Zone B of Shanxi Xi’an Export Processing Zone, Xin Xi Ave, Xi’an, Shanxi, China",34.167302,108.845269,China,Shaanxi Sheng
358,Minebea Mitsumi Inc.,"No. 1 Tongsheng Road, Suzhou Industrial Park, Suzhou, Jiangsu, China",31.330348,120.847748,China,Jiangsu Sheng
359,Minebea Mitsumi Inc.,"Ban Wa (Hi-Tech) Industrial Estate, 92 Moo 1, Tambon Banlen, Bang Pa-In, Ayutthaya, Thailand",47.7510741,-120.7401385,United States,Washington
360,Minebea Mitsumi Inc.,"5/2 Moo 8, Phaholyothin Road, Km.149 Tambon Nikhom Sang Ton-Eng, Amphoe Muang, Lopburi, Thailand",14.7777702,100.692848,Thailand,Lopburi
361,Minebea Mitsumi Inc.,"No. 5202, LianXi Road, Jinze Town, Qingpu District, Shanghai, China",31.075476,120.959938,China,Shanghai Shi
362,Minebea Mitsumi Inc.,"No. 2, Dayangzhou Road, Qingdao West Coast Export Processing Zone, Qingdao, Shandong, China",36.067108,120.382609,China,Shandong
363,Minebea Mitsumi Inc.,"1007-39, Izumisawa, Chitose, Hokkaido, Japan",42.7779998,141.6129072,Japan,Hokkaido
364,Minebea Mitsumi Inc.,"MRI Special Economic Zone, Sabang, Danao, Cebu, Philippines",10.4910219,124.0277821,Philippines,Central Visayas
365,"Murata Manufacturing Co., Ltd.","Chi-53, Ohmachi, Anamizu-Machi, Housu, Ishikawa, Japan",37.2280506,136.9030479,Japan,Ishikawa-ken
366,"Murata Manufacturing Co., Ltd.","Ozowara, Echizen-cho, Nyu-gun, Fukui, Japan",35.9307727,136.0637036,Japan,Fukui Prefecture
367,"Murata Manufacturing Co., Ltd.","Chi-18, Sodanimachi, Hakusan, Ishikawa, Japan",36.492819,136.6192564,Japan,Ishikawa-ken
368,"Murata Manufacturing Co., Ltd.","10-28 Hananomori 2-chome, Awara, Fukui, Japan",36.2213238,136.2194371,Japan,Fukui Prefecture
369,"Murata Manufacturing Co., Ltd.","Plot 15, Bemban Industrial Park Jalan Bemban, Batu Gajah, Perak, Malaysia",4.4639194,101.0015391,Malaysia,Negeri Perak
370,"Murata Manufacturing Co., Ltd.","Northern Region Industrial Estate, 63 Moo 4, Tambol Ban Klang, Lamphun, Thailand",18.58946,99.05320739999999,Thailand,
371,"Murata Manufacturing Co., Ltd.","4-1 Higashiokino 4-chome, Higashiomi, Shiga, Japan",35.1026209,136.215834,Japan,Shiga Prefecture
372,"Murata Manufacturing Co., Ltd.","11-1 Nakae 4-chome, Sanuma, Hasama-cho, Tome, Miyagi, Japan",38.6887868,141.1891285,Japan,Miyagi Prefecture
373,"Murata Manufacturing Co., Ltd.","1020 Takibe, Toyoshina, Azumino, Nagano, Japan",36.2724687,137.928346,Japan,
374,"Murata Manufacturing Co., Ltd.","345 Uwano, Toyama, Japan",36.6417313,137.2124345,Japan,Toyama Prefecture
375,"Murata Manufacturing Co., Ltd.","2308 Kaminaoe, Hikawa-cho, Izumo-shi, Shimane, Japan",35.3949843,132.8444042,Japan,Shimane Prefecture
376,"Murata Manufacturing Co., Ltd.","77 Fukumoto, Oku-cho, Setouchi, Okayama, Japan",34.668437,134.091046,Japan,
377,"Murata Manufacturing Co., Ltd.","1, 13-go, Okamotocho, Echizen, Fukui, Japan",35.9004538,136.1464268,Japan,Fukui Prefecture
378,"Murata Manufacturing Co., Ltd.","2-82, 1-chome, Miyukicho, Sabae, Fukui, Japan",35.974981,136.197144,Japan,Fukui Prefecture
379,"Murata Manufacturing Co., Ltd.","15 Cuijing Road, Shenzhen Grand Industrial Zone, Pingshan New District, Shenzhen, Guangdong, China",22.7124227,114.3895085,China,Guangdong Sheng
380,"Murata Manufacturing Co., Ltd.","No. 6 Xingchuang 1st Road, Wuxi Export Processing Zone B Zone, Wuxi, Jiangsu, China",31.5353408,120.3804655,China,Jiangsu Sheng
381,"Murata Manufacturing Co., Ltd.","Lo A1 Hoa Khanh Inductrial Zone, Lien Chieu District, Da Nang, Vietnam",16.0760242,108.1487964,Vietnam,Đà Nẵng
382,"Murata Manufacturing Co., Ltd.","No. 6, 9A Road, Bien Hoa Industrial Zone No. 2, Dong Nai, Vietnam",10.9246756,106.8748749,Vietnam,
383,"Murata Manufacturing Co., Ltd.","Lishan Village, Qianwu Town, Doumen, Zhuhai, Guangdong, China",22.158515,113.232687,China,Guangdong
384,"Murata Manufacturing Co., Ltd.","190 Kashiwagi, Komoro, Nagano, Japan",36.3157547,138.4537483,Japan,Nagano Prefecture
385,"Murata Manufacturing Co., Ltd.","JI. Maligi VIII Lot S-4, Kawasan Industri KIIC, Desa Margakaya, Kecamatan Teluk Jambe, Barat Karawang 41361, Kabupaten Bekasi,",-6.385892999999999,107.268048,Indonesia,Jawa Barat
386,"Murata Manufacturing Co., Ltd.","Land Lot No. 55 - Long Jiang Industrial Park, Tan Lap Ward, Phuoc Tan District, Tan Lap Ward, Tien Giang, Vietnam",10.4757047,106.3047615,Vietnam,Tiền Giang
387,"Murata Manufacturing Co., Ltd.","1-3 Thang Long Industrial Park, Dong Anh District, Hanoi, Vietnam",21.1238301,105.7777442,Vietnam,Hanoi
388,"Murata Manufacturing Co., Ltd.","No. 27 Changjiang Road, New District, Wuxi, Jiangsu, China",31.5579683,120.3377401,China,Jiangsu Sheng
389,"Murata Manufacturing Co., Ltd.","1 Tuas Road, Singapore",1.3204788,103.6644549,Singapore,
390,"MYS Group Co., Ltd.","MYS Qiaotou district , East industrial Park, Qiaotou, Dongguan, Guangdong, China",23.024132,114.10316,China,Guangdong
391,"MYS Group Co., Ltd.","699 NanXiang Road WuJiang Economic Development Zone, Suzhou, Jiangsu, China",31.1196216,120.6972409,China,Jiangsu Sheng
392,Nan Ya Plastics Corp.,"201, ChangJiang South Road, Kunshan Economic & Technical Development Zone, Kunshan, Jiangsu, China",31.335116,120.966776,China,Jiangsu Sheng
393,Nan Ya Plastics Corp.,"No. 338, Sec. 1 Nankan Road, Taoyuan, Taiwan",25.0462073,121.2953089,Taiwan,Taoyuan City
394,Nan Ya Plastics Corp.,"No. 98 Nanlin Road, Taishan District, New Taipei City, Taipei, Taiwan",25.0475248,121.4144029,Taiwan,New Taipei City
395,Nichia Corp.,"38-2 Kawamukoichi, Ichiba, Oasa-Cho, Naruto, Tokushima, Japan",34.1329877,134.5264556,Japan,Tokushima Prefecture
396,Nichia Corp.,"491 Oka, Kaminaka-cho, Anan, Tokushima, Japan",33.9296475,134.6210692,Japan,Tokushima Prefecture
397,Nichia Corp.,"1-19, Tatsumi-Cho, Anan, Tokushima, Japan",33.9218284,134.6595268,Japan,Tokushima Prefecture
398,Nidec Corp.,"136 North Science Avenue Extension, Laguna Technopark Special Economic Zone, Binan, Laguna, Philippines",14.2762934,121.0618166,Philippines,Calabarzon
399,Nidec Corp.,"Street No. 18, Tan Thuan Export Processing Zone, District 7, Ho Chi Minh, Vietnam",10.752371,106.729859,Vietnam,Tân Thuận Đông Quận 7 Hồ Chí Minh
400,Nidec Corp.,"Lot I-1d-1, Road N1, SHTP, District 9, Ho Chi Minh, Vietnam",10.8575101,106.7965607,Vietnam,Phường Tân Phú Quận 9 Hồ Chí Minh
401,Nidec Corp.,"12 HuanCheng North Road, Hongye, Industrial District, Tangxia Town, Dongguan, Guangdong, China",22.8281519,114.0901834,China,Guangdong Sheng
402,Nishoku Technology Inc.,"No. 308 Yangguang Road, Nangang, Zhangpu Town, Kunshan, Jiangsu, China",31.2788908,120.9047037,China,Jiangsu Sheng
403,"Nissha Co., Ltd.","1-1 Hinokigaoka, Minakuchi-cho, Koka, Shiga, Japan",34.99542,136.1571345,Japan,Shiga Prefecture
404,"Nissha Co., Ltd.","50 Kamiyobe, Yobe-ku, Himeji, Hyogo, Japan",34.8033833,134.5719914,Japan,Hyōgo Prefecture
405,"Nissha Co., Ltd.","Ro 49-1 Uwagimachi, Daishoji, Kaga, Ishikawa, Japan",36.30062170000001,136.3142106,Japan,Ishikawa Prefecture
406,"Nissha Co., Ltd.","1-2-2 Anotsudai, Tsu city, Mie, Japan",34.7870747,136.5010735,Japan,Mie-ken
407,"Nisshin Steel Co., Ltd.","11-1 Showa-cho, Kure, Hiroshima, Japan",34.2486458,132.5654407,Japan,Hiroshima Prefecture
408,"Nisshin Steel Co., Ltd.","4976 Nomura Minamimachi, Shunan, yamaguchi, Japan",34.0622591,131.7816437,Japan,Yamaguchi Prefecture
409,Nitto Denko Corp.,"474 Hyeongok-Ri, Cheongbuk-Myeon, Pyeongtaek, Gyeonggi-Do, Korea",37.0333353,126.9431993,South Korea,Gyeonggi-do
410,Nitto Denko Corp.,"1043 Gupo-dong, Gumi, Gyeongsangbuk-do, Korea",36.1360998,128.4347388,South Korea,Gyeongsangbuk-do
411,Nitto Denko Corp.,"No. 468 Suhongzhong Road, Suzhou Industrial Park, Suzhou, Jiangsu, China",31.33199,120.694445,China,Jiangsu Sheng
412,Nitto Denko Corp.,"919 Fuke-cho, Kameyama, Mie, Japan",34.85775,136.4226,Japan,Mie-ken
413,Nitto Denko Corp.,"455-6 Hongo, Minogo-cho, Onomichi, Hiroshima, Japan",34.4536144,133.177022,Japan,Hiroshima Prefecture
414,Nitto Denko Corp.,"18 Hirayama Nakahara, Toyohashi, Aichi, Japan",34.71489469999999,137.4788163,Japan,Aichi Prefecture
415,Nitto Denko Corp.,"Bangkai Road, Guangming Hi-Tech Park, Shenzhen, Guangdong, China",22.7390479,113.9401706,China,Guangdong Sheng
416,NOK Corp.,"1650-11-1 Okuhara-cho, Ushiku, Ibaraki, Japan",35.9793751,140.1495237,Japan,Ibaraki Prefecture
417,NOK Corp.,"No. 166-21 Liaozibu, Madou District, Tainan, Taiwan",23.1763401,120.2397336,Taiwan,Tainan City
418,NOK Corp.,"2626-19 Sunayama, Kamisu, Ibaraki, Japan",35.8600465,140.7222581,Japan,Ibaraki Prefecture
419,NOK Corp.,"560 Moo 2 Bangpa-in Industrial Estate, Udomsorayuth Road, T.Klong-Jik, Bang Pa-In, Ayutthaya, Thailand",14.2219527,100.611384,Thailand,
420,NOK Corp.,"No. 48 Chung-Heng Street, Hsiao-Kang District, Kaohsiung, Taiwan",22.6272784,120.3014353,Taiwan,Kaohsiung City
421,NOK Corp.,"No. 1 Shuang Deng Road Weiting Town, Suzhou Industrial Park, Suzhou, Jiangsu, China",31.319614,120.770586,China,Jiangsu Sheng
422,NOK Corp.,"No. 2006 Huang Yang Road, Doumen Town Doumen District, Zhuhai, Guangdong, China",22.2363656,113.2767811,China,Guangdong Sheng
423,NOK Corp.,"No. 20 Dayou 1st Street, Da-Liao District, Kaohsiung, Taiwan",22.589198,120.427048,Taiwan,Kaohsiung City
424,NOK Corp.,"1 Floor, No. 22 Xiang-Ming Road, Xiang-An District, Xiamen, Fujian, China",24.6333438,118.2443553,China,Fujian Sheng
425,NOK Corp.,"No. 2 PingGong Zhong Road Nanping Science Technology Industrial District, Zhuhai, Guangdong, China",22.212484,113.471275,China,Guangdong Sheng
426,NOK Corp.,"189, 198, 296 Moo 16 Bangpa-in Industrial Estate, Udomsorayuth Road, T.Bangkrasan, Bang Pa-In, Ayutthaya, Thailand",14.190544,100.582762,Thailand,Phra Nakhon Si Ayutthaya
427,NXP Semiconductors N.V.,"10 Chin 5th Road N.E.P.Z., Kaohsiung, Taiwan",22.6272784,120.3014353,Taiwan,Kaohsiung City
428,ON Semiconductor Corp.,"333 Western Avenue, South Portland, Maine, USA",43.6407309,-70.3252011,United States,Maine
429,ON Semiconductor Corp.,"Crestwood Industrial Park, 125 Crestwood Road, Mountain Top, Pennsylvania, USA",41.1428361,-75.89288789999999,United States,Pennsylvania
430,ON Semiconductor Corp.,"420-711 82-3, Dodang-Dong, Wonmi-District, Bucheon, Gyeonggi-Do, Korea",37.512694,126.7862105,South Korea,Gyeonggi-do
431,ON Semiconductor Corp.,"Mactan Export Zone I, Lapulapu, Cebu, Philippines",10.328071,123.983185,Philippines,Central Visayas
432,ON Semiconductor Corp.,"27A People West Road, Leshan, Sichuan, China",29.552115,103.765678,China,Sichuan
433,ON Semiconductor Corp.,"Golden Mile Business Park, Special Economic Zone, Governor’s Drive, Barrio Maduya, Carmona, Cavite, Philippines",14.3256973,121.0664656,Philippines,Calabarzon
434,ON Semiconductor Corp.,"Bozeny Nemcove 1720, Rožnov Pod Radhoštěm, Czech Republic",49.45678669999999,18.1476959,Czechia,Zlínský kraj
435,ON Semiconductor Corp.,"Gresham Fab, 23400 NE Glisan Street, Gresham, Oregon, USA",45.5275829,-122.4236657,United States,Oregon
436,ON Semiconductor Corp.,"2300 West Buckskin Road, Pocatello, Idaho, USA",42.8659351,-112.4148535,United States,Idaho
437,ON Semiconductor Corp.,"Westerring 15, B-9700, Oudenaarde, Belgium",50.8594899,3.5969393,Belgium,Vlaanderen
438,ON Semiconductor Corp.,"1401 N. Kings Road, Nampa, Idaho, USA",43.5963888,-116.5345548,United States,Idaho
439,ON Semiconductor Corp.,"Lot 122 Senawang Industrial Estate, Seremban, Negeri Sembilan, Malaysia",2.678701,101.978871,Malaysia,
440,ON Semiconductor Corp.,"Lot 55 Senawang Industrial Estate, Seremban, Negeri Sembilan, Malaysia",2.6831804,101.9835842,Malaysia,
441,ON Semiconductor Corp.,"Block A&B, No. 110, Liuxiancun Road, Xili Town, Nanshan District, Shenzhen, Guangdong, China",22.5858057,113.9287196,China,Guangdong Sheng
442,ON Semiconductor Corp.,"3000 Chiyakou, Ojiya, Niigata, Japan",37.3143385,138.7950996,Japan,Niigata Prefecture
443,ON Semiconductor Corp.,"LIP SEPZ San Miguel, Tarlac City, Tarlac State, Philippines",15.4454318,120.6036222,Philippines,
444,Pai Shing International Ltd.,"22 Xing Yang Road, Tian Xin, Qiao Tou, Dongguan, Guangdong, China",22.916058,113.667097,China,Guangdong
445,Pai Shing International Ltd.,"No. 638 Hua Yuan Road, Zhangpu Town, Kunshan, Jiangsu, China",31.297351,120.950482,China,Jiangsu Sheng
446,Panasonic Corp.,"No. 3 Bedok South Road, Singapore",1.3205285,103.9285312,Singapore,
447,Panasonic Corp.,"No. 49 Tokyo Road, Free Trade Zone, Qingdao, Shandong, China",36.067108,120.382609,China,Shandong
448,Panasonic Corp.,"25 Kowata Nishinaka, Uji, Kyoto, Japan",34.926336,135.796248,Japan,
449,Panasonic Corp.,"401 Sadamasa, Fukui, Japan",36.1177362,136.2253943,Japan,Fukui Prefecture
450,Panasonic Corp.,"1037-2 Kamiosatsu, Chitose, Hokkaido, Japan",42.8426289,141.6168221,Japan,Hokkaido
451,Panasonic Corp.,"1111-1 Shimokannuki-Kawanabe, Tsuyama, Okayama, Japan",35.0598981,134.0446476,Japan,Okayama Prefecture
452,Panasonic Corp.,"No. 1 Xinghua 5th Branch, Xi Qing Economic Development Zone, Tianjin, China",39.0162774,117.2244004,China,Tianjin Shi
453,Panasonic Corp.,"271 Higashi Kaihatsu, Tonami, Toyama, Japan",36.6475336,136.9620085,Japan,Toyama Prefecture
454,Panasonic Corp.,"4-5-1 Kurihara, Myoko, Niigata, Japan",37.0513882,138.2631178,Japan,Niigata-ken
455,Panasonic Corp.,"217 Omachi-cho, Omachi, Saga, Japan",33.2142868,130.1134811,Japan,Saga Prefecture
456,Panasonic Corp.,"Jalan Raya Jakarta Bogor Km 35, Kel. Sukamaju Baru, Kec. Tapos, Jawa Barat, Indonesia",-6.401752,106.863759,Indonesia,Jawa Barat
457,Panasonic Corp.,"Kawasan Industri MM2100 Blok. O-1-1 Kecamatan Cikarang Barat, Kabupaten Bekasi, Jawa Barat, Indonesia",-6.308702299999999,107.0815485,Indonesia,Jawa Barat
458,Panasonic Corp.,"Jl.Teuku Umar Km 44 Clkarang Barat, Bekasi, Jawa Barat, Indonesia",-6.262835,107.0953827,Indonesia,Jawa Barat
459,Panasonic Corp.,"No. 86 Sunwu Road, Xukou, Wuzhong District, Suzhou, Jiangsu, China",31.250025,120.4939,China,Jiangsu Sheng
460,Pegatron Corp.,"No. 88 Tinghua Road, Tinlin Town, Jinshan District, Shanghai, China",30.885268,121.3497681,China,Shanghai Shi
461,Pegatron Corp.,"No. 3636 Shengang Road, Xinqiao Town, Songjiang Industrial Zone, Shanghai, China",31.0208963,121.3262856,China,Shanghai Shi
462,Pegatron Corp.,"No. 1168 Ronghua Road, Songjiang Export/Import Park, Shanghai, China",31.039295,121.302534,China,Shanghai Shi
463,Pegatron Corp.,"No. 113 Lane171 Lin-sheng Road, Tinglin Town, Jinshan District, Shanghai, China",30.8838989,121.3444329,China,Shanghai Shi
464,Pegatron Corp.,"No. 88 Kaedar Road, Kunshan High-tech Industrial Park, Kunshan, Jiangsu, China",31.38559699999999,120.980736,China,Jiangsu
465,Pegatron Corp.,"No. 3668 XiuYan Road, KangQiao Town, PuDong New District, Shanghai, China",31.137687,121.616809,China,Shanghai Shi
466,Pegatron Corp.,"West of Rose Road and South of Bailing Road, Kunshan Development Area, Kunshan, Jiangsu, China",31.3027024,121.0190999,China,Jiangsu Sheng
467,Pegatron Corp.,"5F, Sagawa Tokyo Logisitcs Center, 2-2-11 Shinsuna Koto-ku, Tokyo, Japan",35.6673071,139.8271894,Japan,Tōkyō-to
468,Pegatron Corp.,"No. 3768 XiuYan Road, Kang Qiao Town, Pu Dong New District, Shanghai, China",31.137629,121.601355,China,Shanghai Shi
469,Pegatron Corp.,"2 Changi South Street 2, Singapore",1.331812,103.964634,Singapore,
470,Pegatron Corp.,"670 Gasan-dong, Geumcheon-gu, Seoul, Korea",37.4681345,126.8861139,South Korea,Seoul
471,Pegatron Corp.,"Na Rovince 862, 720 00 Ostrava, Hrabova, Czech Republic",49.77167,18.2653255,Czechia,Moravskoslezský kraj
472,Pegatron Corp.,"3011 Laguna Blvd., Elk Grove, California, USA",38.429289,-121.471177,United States,California
473,Pegatron Corp.,"Bailing Road Southside, Meigui Road Westside, Kunshan, Jiangsu, China",31.302553,121.014265,China,Jiangsu Sheng
474,Pegatron Corp.,"Building 4, No. 168 Daqiao Road, Shanghai, China",31.2303904,121.4737021,China,Shanghai
475,Pegatron Corp.,"No. 5 Shing Yeh Street, Kwei Shan Hsiang, Taoyuan, Taiwan",24.9936281,121.3009798,Taiwan,Taoyuan City
476,Pegatron Corp.,"No. 357 Jinfeng Road, New District Suzhou, Suzhou, Jiangsu, China",31.527167,120.618708,China,Jiangsu
477,Pegatron Corp.,"No. 89 Changjiang Road, Jiashan Economic Development Zone, Jiaxing, Zhejiang, China",30.846918,120.949351,China,Zhejiang Sheng
478,"Phone In Mag-Electronics Co., Ltd.","3rd Industrial Zone, Sijia Village, ShiJie Town, Dongguan, Guangdong, China",23.09964,113.8131,China,Guangdong
479,"Phone In Mag-Electronics Co., Ltd.","No. 30-8 Dongwaihuan Road, High-Tech Development Zone, Xinyang, Henan, China",32.147679,114.091192,China,Henan
480,"Phone In Mag-Electronics Co., Ltd.","No. 899 Mingshu Road, Yinzhou District, Ningbo, Zhejiang, China",29.762829,121.5204636,China,Zhejiang Sheng
481,"Pioneer Material Precision Tech Co., Ltd.","No. 1 Jiao Ping Avenue, Ke Yuan Cheng Industrial Park, Tangxia Town, Dongguan, Guangdong, China",23.042926,113.743609,China,Guangdong Sheng
482,"Pioneer Material Precision Tech Co., Ltd.","No. 999 Avenue of Stars, Phoenix Lake Industrial Park, Yongchuan District, Chongqing, China",29.35611699999999,105.927375,China,Chongqing
483,"Pioneer Material Precision Tech Co., Ltd.","No. 45 Nan Hu Road, Wuzhong Economic Development Zone, Suzhou, Jiangsu, China",31.230531,120.649666,China,Jiangsu Sheng
484,"Pioneer Material Precision Tech Co., Ltd.","No. 11 Wuquan 2nd Road, Wugu District, New Taipei City, Taipei, Taiwan",25.0650781,121.4555302,Taiwan,New Taipei City
485,Platinum Optics Technology Inc.,"No. 37 Keji 2nd Road., Hua Ya Technology Park, Gueishan Township, Taoyuan, Taiwan",25.0497757,121.3793965,Taiwan,Taoyuan City
486,POSCO,"603 Seonggok-dong, Danwon-gu, Ansan, Gyeonggi-Do, Korea",37.3129284,126.7624792,South Korea,Gyeonggi-do
487,Prent Corp.,"No. 2275 Chengliu Zhonglu, Jiading District, Shanghai, China",31.3615554,121.281255,China,Shanghai Shi
488,Primax Electronics Ltd.,"Er Village, Liu Wu District, Shek Kit Town, Dongguan, Guangdong, China",43.10867409999999,-77.4874959,United States,New York
489,Primax Electronics Ltd.,"No. 2688 Tong Xin Road, Yu Shan Town, Kunshan, Jiangsu, China",31.4109283,120.9649129,China,Jiangsu Sheng
490,Qorvo Inc.,"17 Middle Tongji Road, Beijing, China",39.786807,116.529906,China,Beijing Shi
491,Qorvo Inc.,"7628 Thorndike Road, Greensboro, North Carolina, USA",36.0763408,-79.9651702,United States,North Carolina
492,Qorvo Inc.,"No. 6868 Dongfanghong East Road, DeZhou Economic & Technology Development Area, Dezhou, Shandong, China",37.435938,116.4086304,China,Shandong Sheng
493,Qorvo Inc.,"2300 N.E. Brookwood Parkway, Hillsboro, Oregon, USA",45.539874,-122.9369155,United States,Oregon
494,Qorvo Inc.,"Zona Franca Metropolitana, Barreal De Heredia, Apartado 144-3006, Haredia, Costa Rica",9.9795774,-84.1467866,Costa Rica,Heredia
495,Qorvo Inc.,"500 W. Renner Road, Richardson, Texas, USA",32.9994224,-96.727543,United States,Texas
496,Qorvo Inc.,"1818 S. Orange Blossom Trail, Apopka, Florida, USA",28.649273,-81.46673299999999,United States,Florida
497,Quadrant Solutions,"No. 55 Xiacheng Road, Tonglu, Hangzhou, Zhejiang, China",29.7600808,119.6931991,China,Zhejiang Sheng
498,Qualcomm Inc.,"Anzinger Strasse 13, Munich, Germany",48.12155,11.60848,Germany,Bayern
499,Qualcomm Inc.,"166 Kallang Way, Singapore",1.3248272,103.8753434,Singapore,
500,Qualcomm Inc.,"No. 17 Xi Shi Road, Xin Wu District, Wuxi, Jiangsu, China",31.548119,120.34862,China,Jiangsu Sheng
501,Qualcomm Inc.,"Siemensstrasse 43, Deutschlandsberg, Austria",46.8228428,15.2303445,Austria,Steiermark
502,Quanta Computer Inc.,"44350 Nobel Drive, Fremont, California, USA",37.4966862,-121.976895,United States,California
503,Quanta Computer Inc.,"No. 68 Sanzhuang Road, Songjiang Export Processing Zone, Shanghai, China",31.0204637,121.2838918,China,Shanghai
504,Quanta Computer Inc.,"No. 8 Jinzhou Road, High-tech Industrial park, Changshu Economic Development Zone, Changshu, Jiangsu, China",31.70543499999999,120.705257,China,Jiangsu Sheng
505,Radiant Opto Electronics Corp.,"No. 1621 Jiang Xin East Road, Economic Developing Area, Wujiang, Jiangsu, China",31.138677,120.645158,China,Jiangsu
506,Radiant Opto Electronics Corp.,"No. 35 Hengtong Road, Nanjing Economic & Technology Development Zone, Nanjing, Jiangsu, China",32.145415,118.874369,China,Jiangsu Sheng
507,Radiant Opto Electronics Corp.,"No. 11 Xinrui Road, Science City of Guangzhou High-Tech Industrial Development Zone, Guangzhou, Guangdong, China",23.157626,113.486733,China,Guangdong Sheng
508,Renesas Electronics Corp.,"111 Nishiyokote-machi, Takasaki, Gunma, Japan",36.3219088,139.0032936,Japan,Gunma Prefecture
509,Renesas Electronics Corp.,"Horiguchi 751, Hitachi-Naka, Ibaraki, Japan",36.3954064,140.5156422,Japan,Ibaraki-ken
510,Renesas Electronics Corp.,"Lot 54 Kulim, Industrial Estate. Seluang, Kulim, Kedah, Malaysia",5.43286,100.597482,Malaysia,Kedah
511,Renesas Electronics Corp.,"Bayan Lepas Free, Industrial Zone, Bayan Lepas, Penang, Malaysia",5.323545999999999,100.3023472,Malaysia,Pulau Pinang
512,Renesas Electronics Corp.,"176 JinJiHuLu, Suzhou Industrial Park, Suzhou, Jiangsu, China",31.295658,120.667375,China,Jiangsu Sheng
513,Renesas Electronics Corp.,"89 Nagasaki, Shiranui-cho, Uki, Kumamoto, Japan",32.7502856,129.877667,Japan,Nagasaki Prefecture
514,Robert Bosch GmbH,"Tuebinger Strasse 123, Reutlingen, Germany",48.4963823,9.1909226,Germany,Baden-Württemberg
515,"Rohm Co., Ltd.","883 Oaza-Kamikitajima, Chikugo, Fukuoka, Japan",33.1965651,130.4882471,Japan,Fukuoka Prefecture
516,"Rohm Co., Ltd.","837-1 Aza-Hatakeda, Oaza-Inado, Yukuhashi, Fukuoka, Japan",33.6990379,131.0277917,Japan,Fukuoka Prefecture
517,"Rohm Co., Ltd.","Lot 1320 Kawasan Perindustrian, Pengkalan Chepa II, Padang Tembak, Kota Bharu, Kelantan, Malaysia",6.139702499999999,102.301523,Malaysia,Kelantan
518,"Rohm Co., Ltd.","Block 3 and Block 5, People’s Avenue, People’s Technology Complex Special Economic Zone, Carmona, Cavite, Philippines",14.316354,121.052026,Philippines,Calabarzon
519,"Rohm Co., Ltd.","21 Saiinmizosakicho, Ukyo Ward, Kyoto, Japan",34.9950176,135.7286192,Japan,Kyoto Prefecture
520,"Rohm Co., Ltd.","100 Tomioka, Kasaoka, Okayama, Japan",34.4975558,133.5272678,Japan,Okayama Prefecture
521,"Rohm Co., Ltd.","101/94, 102 Navanakorn Industrial Zone, Moo 20, Phaholyothin Road, Tambol Khlong-Nueng, Khlong Luang, Pathum Thani, Thailand",14.1124946,100.6084145,Thailand,Chang Wat Pathum Thani
522,"Rohm Co., Ltd.","No. 7 Weisan Road, Micro-Electronic Industrial Park, Jingang Highway, Xiqing District, Tianjin, China",39.003712,117.244902,China,Tianjin Shi
523,"Rohm Co., Ltd.","40 Munpyeongseo-ro, 17 Beonan-gil, Daedeok-gu, Daejeon, Korea",36.4442556,127.3981987,South Korea,Daejeon
524,"Rohm Co., Ltd.","727 Kihara, Kiyotake-cho, Miyazaki, Japan",31.8554518,131.3940205,Japan,Miyazaki Prefecture
525,RR Donnelley & Sons Company,"2661 South Pacific Highway, Medford, Oregon, USA",42.2996454,-122.8460517,United States,Oregon
526,RR Donnelley & Sons Company,"No. 28 Huang Sha He West Road, Xin Jiu Wei Village, Liaobu Town, Dongguan, Guangdong, China",22.99732,113.87497,China,Guangdong
527,RR Donnelley & Sons Company,"No. 888 Ganghua Road, North Area of Chengdu Modern Industrial Park, Pixian, Chengdu, Sichuan, China",30.795396,103.948179,China,Sichuan Sheng
528,RR Donnelley & Sons Company,"Business Center Chrastany, Praha Západ, Czech Republic",50.0513471,14.3504033,Czechia,Hlavní město Praha
529,RR Donnelley & Sons Company,"No. 7699 Songze Avenue, Qingpu Industrial Zone, Shanghai, China",31.172672,121.156526,China,Shanghai Shi
